Independent Variables
"4,86960.14,41.81,1,19"
"6,86868.04,41.76,1,8"
"9,86789,41.73,1,20"
"3,86756.59,41.71,1,4"
"15,86732.2,41.7,1,14"
"5,86664.84,41.67,1,17"
"15,86618.15,41.64,1,16"
"15,86616.04,41.64,1,14"
"3,86579.54,41.62,1,17"
"6,86400.58,41.54,1,9"
"11,86303.81,41.49,1,20"
"10,86291.46,41.49,1,14"
"12,86230.75,41.46,1,5"
"14,86202.12,41.44,1,6"
"15,86188.75,41.44,1,17"
"10,86140.45,41.41,1,19"
"6,86063.77,41.38,1,6"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,9"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,4"
"6,86063.77,41.38,1,11"
"6,86063.77,41.38,1,14"
"6,86063.77,41.38,1,17"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,18"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,1"
"6,86063.77,41.38,1,6"
"6,86063.77,41.38,1,9"
"17,94886.84,45.62,1,7"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,13"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,5"
"6,86063.77,41.38,1,19"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,2"
"6,86063.77,41.38,1,17"
"6,86063.77,41.38,1,20"
"6,86063.77,41.38,1,17"
"6,86063.77,41.38,1,8"
"6,86063.77,41.38,1,18"
"14,96460,46.38,1,12"
"6,94825.15,45.59,1,3"
"6,86063.77,41.38,1,19"
"4,94786,45.57,1,11"
"14,96438.97,46.36,1,2"
"6,86063.77,41.38,1,10"
"5,94772.28,45.56,1,11"
"6,96421.96,46.36,1,1"
"6,86063.77,41.38,1,13"
"10,94725.45,45.54,1,19"
"6,96397.35,46.34,1,9"
"6,86063.77,41.38,1,18"
"9,94668.07,45.51,1,18"
"15,96376.7,46.33,1,16"
"6,86063.77,41.38,1,8"
"3,94621.95,45.49,1,6"
"11,96316.5,46.31,1,20"
"6,86063.77,41.38,1,2"
"16,94545,45.45,1,3"
"6,96214.73,46.26,1,6"
"6,86063.77,41.38,1,9"
"15,94536.96,45.45,1,10"
"7,96191.91,46.25,1,1"
"6,86063.77,41.38,1,7"
"1,94525.33,45.44,1,16"
"15,96187.39,46.24,1,11"
"6,86063.77,41.38,1,4"
"3,94457.78,45.41,1,18"
"7,96183.81,46.24,1,16"
"6,86063.77,40.12,1,5"
"6,94367.06,45.37,1,4"
"10,96074.17,46.19,1,8"
"6,86063.77,41.38,1,20"
"6,94367.06,45.37,1,18"
"15,94366.62,45.37,1,9"
"4,94350,45.36,1,4"
"9,94307,45.34,1,9"
"15,94280.9,45.33,1,8"
"6,94267.8,45.32,1,10"
"15,94028.85,45.21,1,1"
"5,94002.08,45.19,1,9"
"8,94000,45.19,1,20"
"5,93913.69,45.15,1,19"
"6,93908.96,45.15,1,4"
"6,93904.52,45.15,1,3"
"6,93904.52,45.15,1,1"
"7,93895.39,45.14,1,14"
"4,93810.96,45.1,1,8"
"15,93781.31,45.09,1,19"
"7,93696.1,45.05,1,17"
"3,93633.75,45.02,1,14"
"15,93609.21,45,1,16"
"5,93546.85,44.97,1,2"
"8,93520.56,44.96,1,7"
"3,93475.12,44.94,1,4"
"10,93395.66,44.9,1,9"
"7,93385.82,44.9,1,8"
"10,93299.62,44.86,1,13"
"3,93296.43,44.85,1,15"
"8,93237.48,44.83,1,19"
"3,93219.1,44.82,1,19"
